1.299303374501278086e+00,5.022170542938121374e-01,2.204725007967536232e+00,3.286168623462664140e+00,5.407710729989936738e+00,5.700157075715932553e-01,9.169606805093837298e-01
8.895651059685294459e-01,1.753030549821673834e+00,2.362652596565854690e+00,3.228918147513850201e+00,5.794797272310453273e+00,3.706245265420993196e-01,4.242631251328051745e-01
1.310605346805861382e+00,1.233819293383222826e+00,2.164298215286842186e+00,4.994310812829711566e+00,2.521290054609716780e+00,6.860040947585837046e-01,4.741568965986560080e-01
1.224207586990080143e+00,4.628127750605113833e-01,2.365247210332505290e+00,3.251484907412289793e+00,5.758842935237794336e+00,4.699170941062462137e-01,7.181563653570027794e-01
1.051695981163395244e+00,1.353249303171981444e+00,2.358606717728298552e+00,3.232355551032213281e+00,5.783899566536945258e+00,4.007136797683468199e-01,4.528731202642024556e-01
3.601759792524759085e-01,1.785772367729073995e+00,2.067520941759683595e+00,4.103703223316316873e+00,6.389147901008763064e+00,6.984048142268399761e-01,4.524904529406945652e-01
9.696918195173543920e-01,3.407921958656919825e-01,2.044996401529176833e+00,4.214109082003585804e+00,6.187462153071519033e+00,7.368437857992596873e-01,4.827542773964073053e-01
1.408763060874783868e+00,5.382034742091033053e-01,2.363326570830268203e+00,3.510372232792366987e+00,4.239770607074627051e+00,4.472979603227302259e-01,4.083639899992076994e-01
4.037170748388682062e-01,1.718100189511368336e+00,2.058784000235327039e+00,4.186286307279385888e+00,6.357526453528929089e+00,5.170637060695266740e-01,7.419064837219794262e-01
1.223005837431580867e+00,4.698146295882514312e-01,2.369571156640380760e+00,3.221050160583827981e+00,5.792678649912941680e+00,3.568092852342590882e-01,4.452139651940071330e-01
1.302934427604167666e+00,1.250964762371519212e+00,2.145280188048225067e+00,4.992065061764875189e+00,2.505950899408920574e+00,6.806290994748543932e-01,6.991977611769373269e-01
1.135284967731262862e+00,1.141704654786334094e+00,1.636966141852020717e+00,4.333713284247639130e+00,5.779263015155332361e+00,8.005657397448200374e-01,9.405189890622602800e-01
9.513889202408513102e-01,3.461298210243819451e-01,2.112589256315456243e+00,4.246116626411821748e+00,6.138887414530426412e+00,6.915038109436959513e-01,7.737019424291815550e-01
4.751602368299959744e-01,1.528230554986811818e+00,2.332037237045785805e+00,4.514446405665387907e+00,5.913975740438828232e+00,3.672378026514177551e-01,7.865189778757781802e-01
1.304360573310205051e+00,1.254271596182082726e+00,2.185330109330004156e+00,5.021177626904194113e+00,2.339832534272579423e+00,4.221040219992003295e-01,4.904634139852495078e-01
9.796916007036670093e-01,1.020832885279988389e+00,1.404046878843721924e+00,3.673687427382245740e+00,7.266543187080608313e+00,5.153889801427902206e-01,4.982338639997205276e-01
1.324495637806208714e+00,1.404155432160305805e+00,1.934366961332789181e+00,5.067814283918042229e+00,2.375063370000730423e+00,5.450312934327299352e-01,5.526150696837542897e-01
8.602563090318335881e-01,1.810715834515466804e+00,2.359497428002384822e+00,3.223585020153828751e+00,5.784045832362887829e+00,4.010495175739330342e-01,6.987532636455942026e-01
1.506326902062498974e+00,5.776809927205472928e-01,2.482011785362576717e+00,3.699833896933788058e+00,2.588497425156244258e+00,7.245007528092111126e-01,8.017489210070221084e-01
9.341748085227064013e-01,3.522909504570964634e-01,2.044946002895527304e+00,4.131285986018244039e+00,6.395094186863346408e+00,7.578529005397066642e-01,7.508333391530660483e-01
4.749852436982323067e-01,1.527637918477628753e+00,2.217605023841772383e+00,4.371944420525781361e+00,6.198157089676104903e+00,6.802292748140653655e-01,5.702328432795408242e-01
8.825866242625963753e-01,8.531161370581883396e-01,1.423238987185700077e+00,3.245982709921592768e+00,7.864538674248949590e+00,5.296949286402461432e-01,5.288399960165737212e-01
1.205209021804725777e+00,6.609389155225766643e-01,2.358773247652917515e+00,3.217245847416391413e+00,5.787336291657277698e+00,3.894100071107567951e-01,8.063826692686267839e-01
9.728287055630565616e-01,9.689958067216428717e-01,1.651644305424474934e+00,3.619478385037995238e+00,7.144546129892247244e+00,4.426039633411485985e-01,6.533155387113351864e-01
1.300750032794860234e+00,1.207304079268355368e+00,2.181329741779950204e+00,5.034977525442763557e+00,2.536116033548320825e+00,7.553480643615970713e-01,7.161243190471215936e-01
9.264975023861672376e-01,3.200083757897249637e-01,2.040174908471410919e+00,4.111932575993836991e+00,6.486949715537788208e+00,6.902850212708981914e-01,4.123887289137960765e-01
9.443726308393377566e-01,9.100194378765060765e-01,1.565027916833315436e+00,3.560057557311803844e+00,7.364255161250936155e+00,5.274394178504030473e-01,7.032773792760633746e-01
9.331326392200041120e-01,3.425800333598177927e-01,2.064411907141021629e+00,4.190375930146387873e+00,6.345145981648561140e+00,3.582079448481965134e-01,4.625795784700982294e-01
1.441959436416167639e+00,5.307249701206753212e-01,2.016956411976780217e+00,3.339447694755363294e+00,4.461534446633601547e+00,6.668626669232512461e-01,4.420517720528871486e-01
1.150981378593853188e+00,4.947699196614776529e-01,2.383324021179687335e+00,3.458069471894830826e+00,5.824183847090064425e+00,7.713862373868199951e-01,4.538349075043733305e-01
3.552058709604820064e-01,1.664866689677867218e+00,2.328972963508193494e+00,4.566119533734232405e+00,5.856834022908177673e+00,4.787479748919068467e-01,4.457107146811714604e-01
1.302949725195759578e+00,1.252861913448811260e+00,2.155246651153186477e+00,5.025799642230372122e+00,2.384686001595523575e+00,4.625675650515708170e-01,8.285445771054155140e-01
9.193535991767449733e-01,8.932954880601372549e-01,1.505722370972108370e+00,3.439209570000054228e+00,7.564037444615729022e+00,4.858268816689249592e-01,7.100550535227853066e-01
1.324197283754787291e+00,1.387736817936735756e+00,1.929022899960210591e+00,5.008885228173800108e+00,2.529408768480046810e+00,4.586616858050089340e-01,7.345215878352775452e-01
1.406870099813747110e+00,5.376300042654074129e-01,2.278842856078833634e+00,3.492993240899564533e+00,4.362372618827031090e+00,6.758642922402164910e-01,4.801851740427905413e-01
