1.451386275490598177e+00,2.071213645639769396e+00,3.821041115572888502e-01,4.053567230219964124e+00,1.870358229622073876e-01
1.626397602311203672e-01,2.888420134727957223e+00,3.055031122077601857e+00,3.994710690664675656e+00,6.796497206895950327e-02
7.407577460633348043e-02,2.074757447555577894e+00,3.754769279540266957e+00,7.209765303935224134e-02,6.114018114892260769e+00
1.058076496913751718e+00,6.624716050188025895e-02,5.261308836683808110e+00,1.714926747926351636e-01,3.664811457687489060e-01
1.039186250599840156e+00,7.606241495344659431e-02,2.999650462396378892e+00,4.312619422682591797e+00,4.969879143716100067e+00
9.601603414511197809e-02,2.270969090879496832e+00,3.498268625163824197e+00,7.091829694625546854e-02,6.103351879559467896e+00
1.030580703858034353e+00,2.057283215981628111e+00,3.036210719022624183e+00,3.905424856575080206e+00,2.048498026372895797e+00
1.329005473706397766e-01,2.039151169292433785e+00,3.857137462351137636e+00,4.792915010788051156e+00,5.568464299593338385e-02
1.064120926257475785e+00,6.118287727689087491e-02,3.077466774011241579e+00,5.655901331403923926e+00,1.969787650370020127e-01
1.460880865262184636e-01,1.218406147886399726e-01,3.058738393964813618e+00,7.563704436116643059e-02,8.735783838491165909e+00
1.051273249810868116e+00,2.060539212457474179e+00,2.981603814865548596e+00,5.059090288269855323e-02,5.129277879097744020e+00
1.356778501808564297e-01,2.227280611508916319e+00,2.860923242723738102e+00,4.272736273241990901e+00,4.564232176261625362e+00
5.769647584883474956e-02,2.238207935682801630e-01,3.356994486794879329e+00,3.909370101912390094e+00,6.847042878253298603e+00
1.057164586794445915e+00,2.698959193104229382e+00,3.378955460644318176e+00,7.708276810460960859e-02,5.268815857441767891e-02
5.754010086237072025e-02,2.155530140474882783e-01,3.195742245691554295e+00,5.552269484395409904e+00,5.058480054666374848e+00
1.053044789144270021e+00,2.054404254342099723e+00,3.048956608270369628e+00,7.290828030586191111e-02,5.025325922631096454e+00
5.145663110780109017e-02,5.416133407351210460e-02,5.233708801139350442e+00,4.077649776256261127e+00,1.586658530814216150e-01
1.172247353456733920e+00,2.354561730186445878e+00,6.391766213694199950e-02,6.045682328265535033e-02,6.067570599590307978e+00
2.041748584760972318e-01,2.925771964607033038e+00,1.172464359851858040e-01,4.087369324622490474e+00,5.051460255967257673e+00
1.070564323605160517e+00,2.045544364116891334e+00,3.126518748373389389e+00,3.945953734902135412e+00,1.611107664655370697e-01
1.804972036507587196e-01,2.198315833541711228e+00,5.197983894134821092e+00,1.075053314278950067e-01,1.069398456462248570e-01
1.057320253269697252e+00,3.055051647955153715e-01,3.057123558424111209e+00,4.723529297726744569e-01,7.090726564265788845e+00
1.063851441638472339e+00,1.974791793878867274e-01,5.901937469186846474e-02,4.090390267043174433e+00,7.054982949849691209e+00
5.145004725471600399e-02,5.489326729623526108e-02,5.636740171379459041e-02,6.964214151864011271e+00,5.080134374111671569e+00
1.794167854403573958e+00,7.017067952812187925e-02,3.056706551762968793e+00,2.033666346377236978e-01,1.970851821222887601e-01
6.440412007850068732e-02,6.626467362362634117e-02,6.060837020300591682e+00,2.400755895208276647e-01,6.300874113861112957e-02
1.045724850763364522e+00,2.057922580826557102e+00,5.306956888745285872e-02,5.706451770640087240e+00,1.980951896912612753e-01
7.394661910888944423e-02,5.916746224275433452e-02,5.229977560607528275e+00,9.048747338572134258e-02,5.129542128577075033e+00
1.302042613241015223e+00,2.054703248001630289e+00,6.167951581949671080e-02,6.999297306049365175e-02,6.100793112818316821e+00
1.791453100957664191e+00,1.503991705264179357e-01,1.367665638009136764e-01,4.055217413883221766e+00,3.398086540115734522e-01
1.057078506091375214e+00,1.620438162193407194e-01,1.123308886432611842e-01,1.204515284317001778e-01,8.693421399445311337e+00
1.059642013348340628e+00,8.722702744567736866e-02,2.896369731209007092e+00,4.334022883079665434e+00,5.038461411759165287e+00
1.626638677680289080e-01,2.890135318301138678e+00,3.056587725565837577e+00,3.987410382138199427e+00,5.711839966389151146e-02
2.015013317188010800e-01,3.024406015907593837e+00,9.042816925442188902e-02,5.493823033877363038e+00,8.587196194572017938e-02
1.034526544243618673e+00,2.058709477306983171e+00,3.058854194779799140e+00,1.810137982092845377e-01,5.087347384524107063e+00
1.457408627970467885e+00,8.882803919872928056e-02,3.094072546917174371e+00,8.285443370202200120e-02,5.108695215961704506e+00
1.056958203385984563e+00,1.156926215274798886e-01,1.080405289667494273e-01,6.990601003528971624e+00,3.756311494505942816e-01
1.051495628858378995e+00,2.020210098549054312e+00,3.087427647422083421e+00,6.570058563947880903e-02,5.053628003522798728e+00
1.859985983284503375e-01,2.631412194418701223e+00,9.402230921670978736e-02,4.764759654601798289e+00,5.090033179353549819e+00
1.341531100726737757e-01,2.068027871133922613e+00,3.851749936779587102e+00,4.751881892051676104e+00,6.509597432285228746e-02
9.424660437918632727e-01,2.158491449564606590e+00,9.321483799669910697e-02,3.906706686750264002e+00,5.456105771481813527e+00
1.060835342894782318e+00,2.058318761164474875e+00,3.047536062352846464e+00,5.955123326498952541e-02,4.978265660601962850e+00
1.706560589525317195e-01,2.241596682436009402e+00,9.277362783217660280e-02,4.051049140081177669e+00,6.883383091391388930e+00
5.817839395839640576e-02,2.578326960970614978e-01,4.023395834522266235e+00,4.313735901500296066e+00,5.290970791592068956e+00
5.955073133536305935e-02,2.927070954547769666e-01,4.690133050281137805e+00,3.767109459682480566e+00,4.319984513037502971e+00
5.907581048852961897e-02,6.045442811324035215e-02,5.046983473448381913e-02,8.049671419891943458e+00,1.239686978136672613e-01
1.056686694486891342e+00,2.056421902693096104e+00,5.395523342032865211e-02,5.678459056547712436e+00,1.163303439921869603e-01
1.057480430520027603e+00,8.279060791890316406e-02,1.186174145427168203e-01,5.694519487070540897e+00,5.101579407261433552e+00
1.293049950972422479e-01,2.065331008616034580e+00,2.739348229507458488e+00,4.274613004509254743e+00,5.195968603961863330e+00
1.074509796947470397e+00,8.294486627584095328e-02,3.445584965037209901e+00,3.781248274345126337e+00,4.641442765660030112e+00
1.093858079484476775e+00,7.897620841914856915e-02,4.224988431122356225e+00,9.499021646896821380e-02,5.059329176355470636e+00
6.346060686970628195e-01,2.018693489293370558e+00,2.627288014009882655e+00,3.956265452355386625e+00,5.043919863167564799e+00
1.179858308285752916e-01,1.401046415823151148e-01,3.056050537336034267e+00,6.970775638833913490e+00,5.289176686926239102e-02
1.060472196828776026e+00,1.991905474912626595e+00,3.077718551581086093e+00,1.071227125727712282e-01,5.093382744320863686e+00
1.197465921200172811e+00,7.731413488848612459e-02,3.841900761854650348e+00,4.229738883052754694e+00,8.354203089612330380e-02
1.053209251989011053e+00,2.697052555880107061e+00,3.392987301544988288e+00,9.336313120242809016e-02,5.793961510245496799e-02
1.791796134932492457e+00,8.642366349398454550e-02,6.261857687257837979e-02,6.245550553371441438e-02,5.052747916750912616e+00
5.479772483943107231e-02,5.778834391641986951e-02,2.855432387219526968e-01,4.052820179300439918e+00,8.699258230461907715e+00
1.040697868146097882e+00,7.354809845554582948e-02,3.071659400070761770e+00,4.121116214291285829e+00,5.100417134225996740e+00
9.997191261813311858e-01,2.342257132693727595e+00,1.242024537627522268e-01,3.862755180594650728e+00,4.755554497300586547e+00
1.340392993128389776e-01,2.065795476779617612e+00,3.842000787472119594e+00,4.753187778940310082e+00,5.459838805507828408e-01
1.614936726931582855e-01,2.862425501230421165e+00,3.067986506336422448e+00,4.050683225149223965e+00,1.144998062025798791e-01
1.067492608594575509e+00,1.970825333932244794e+00,3.043124972120129890e+00,4.214690381564515143e+00,1.447280954468474490e-01
1.056842037770459486e+00,2.104011615539056912e+00,2.941640804158342615e+00,4.113874090504620717e+00,2.154342880997215381e-01
1.472460982712870070e+00,2.054790764640169520e+00,4.872784411922331249e-01,3.949858860837172081e+00,6.247811490043313210e-02
5.243836035145149621e-02,5.645780254733981374e-02,5.816967202598369996e-02,5.034871695543385872e-02,1.004997025626344254e+01
1.062518929334128170e+00,2.882303397877677309e+00,1.927241995342673375e-01,2.319515547904096309e-01,5.053940727905941621e+00
1.057788924081052739e+00,3.529219284052679928e+00,6.776793251325419210e-02,2.284795646978788897e-01,1.778543933849440206e-01
