1.304634642022165281e+00,1.441626518658850165e+00,1.472696872215838226e+00,2.064568967016070289e+00,7.548745915393472394e+00,8.079224460816620823e-01,8.028235906566834057e-01
1.889550829460574732e+00,2.583367375675909905e+00,2.046106167257553565e+00,8.181106682132590624e-01,7.542079731172961488e-01,9.856299802616372840e-01,7.156856168766549953e-01
1.064870076902082463e+00,1.078621394481282136e+00,3.389985156651458276e+00,5.930345052643258619e+00,1.873784613210134342e+00,6.300184184665189591e-01,8.432867605922611531e-01
1.342829748970135517e+00,1.563284322034280915e+00,1.554086493827472770e+00,2.054508571720653265e+00,7.123427248555862512e+00,8.075988275320724608e-01,6.018330290758366896e-01
9.861115495099017636e-01,1.656508712202659162e+00,4.735058209999979617e+00,3.425996235073987872e+00,2.146963787261423562e+00,5.909558265497580898e-01,6.556280161421801367e-01
1.045885573366665433e+00,1.052019826154777515e+00,3.382937436605881310e+00,5.931217418249662643e+00,2.242837995474832091e+00,6.372537056763503127e-01,6.646533134820883371e-01
2.915727584116339366e-01,4.689502456256269269e-01,4.963285262986210644e-01,8.245480982729304742e+00,9.804887927988398255e-01,6.218788704448521276e-01,8.086851981375510201e-01
9.486648796924472826e-01,1.242506853189044635e+00,5.491289194897806425e+00,1.795094524868758645e+00,2.605144997978890320e+00,7.885300534433434816e-01,8.064333707346995617e-01
1.886951531544192040e+00,2.583109856356378131e+00,2.049959643978498836e+00,8.584097186155361658e-01,6.104794212234100348e-01,7.827665064137183659e-01,8.479172848203372359e-01
8.072610000450917145e-01,1.042790121655635893e+00,4.322615313216515709e+00,1.455786374416940365e+00,6.816498423010748375e+00,8.430645043316050691e-01,7.971560104044412842e-01
2.879169059108357964e-01,3.559349797981637420e-01,5.019464505557253986e-01,6.392725787696351247e+00,6.721440882052729826e+00,6.360914106222645970e-01,6.653734040535874694e-01
9.795449440281112086e-01,1.652307059475165874e+00,4.743176106549438664e+00,3.460795479343388603e+00,2.137538779010540679e+00,6.049181061346425858e-01,8.278537077699885671e-01
1.331024213422619118e+00,1.553839563759153330e+00,1.578077809657635777e+00,2.078839026687186120e+00,7.146627511367340091e+00,6.241846554587106022e-01,6.409264152697827788e-01
1.189905205990680725e+00,1.200440356552697097e+00,4.022590774573665762e+00,4.694150098513357960e+00,2.103989947322630893e+00,6.227282853038660360e-01,8.140826948998654000e-01
8.607299856714747399e-01,1.130233878937551451e+00,4.605867048353291082e+00,1.541464566464570973e+00,6.105128001297133622e+00,7.550545908850719856e-01,8.417121370638986910e-01
1.054353949798508827e+00,1.293829966793959896e+00,1.263018336210549375e+00,1.846247649913066446e+00,8.526821994409274907e+00,8.025676240749938239e-01,6.176600543612598138e-01
2.915214653007215939e-01,4.689852029713950099e-01,4.969914324066967981e-01,8.234226113798499114e+00,1.106708999217203004e+00,7.769375281300416880e-01,8.029628205167378407e-01
9.778554909691545838e-01,1.323720446204738055e+00,5.421204059873157455e+00,1.758675652509575693e+00,2.610297985900187800e+00,6.111952402729783351e-01,8.066925474265032037e-01
1.130438240234995950e+00,1.147218344787832134e+00,3.789423702791958171e+00,5.212062137120687666e+00,2.168820000733408193e+00,7.937886156586795305e-01,7.692342765304617247e-01
2.880802613186728145e-01,3.613440498784286081e-01,5.371774733613068342e-01,7.291453430650240541e+00,5.067554127239632500e+00,7.802197722437462790e-01,6.763334018078672738e-01
1.317539635543046872e+00,1.495686853052358378e+00,1.533881583766912637e+00,2.002676133310966833e+00,7.376588308154350848e+00,6.588665218763056775e-01,8.121356736359182094e-01
8.561411151309054057e-01,1.110797346985556988e+00,4.636863949376114569e+00,1.536621996731364570e+00,6.054976125371900331e+00,8.044748256936250508e-01,6.844803735340663220e-01
1.040180420125599081e+00,1.276457580700347982e+00,1.238819402716036855e+00,1.832362204369975878e+00,8.574686414822821234e+00,8.537599529047558145e-01,8.024670113659808646e-01
1.754556498227855199e+00,2.381019287722741407e+00,3.074676142741970875e+00,1.362179750953325108e+00,6.950542940213582099e-01,6.449921508231658551e-01,6.986717501779535766e-01
