1.026611492982042462e+00,2.049545942999984938e+00,3.053531969397831336e+00,7.416957543021425459e-02,5.284647743332500092e+00
1.302604973904845365e-01,2.089612624143696973e+00,1.170392660577290189e-01,3.020784640768168217e+00,7.798316574385578015e+00
1.000793910122262709e+00,2.009845151598610435e+00,2.703600865982191515e+00,3.301252897239120188e+00,4.211362817222185306e+00
1.052247025056024743e+00,6.019686773142846059e-02,5.885427780448046486e-02,5.653954724362859174e+00,5.131084803659160976e+00
5.122379727437369190e-02,2.049100738418012657e+00,5.243689368633279280e+00,9.484509655656536697e-02,4.380000275043872682e-01
1.023226057052558424e+00,2.042147128013911406e+00,3.015546097460339414e+00,1.777775141544750248e+00,4.926054247012467080e+00
9.819618502067151145e-02,5.032462266834097919e-02,3.110970771475026542e+00,5.614007233801733499e+00,5.104035122993902718e+00
1.194674545035090185e+00,2.010121193989084620e+00,1.722997112407487652e+00,4.240201757485668743e+00,2.882174304181978730e+00
1.051364179280222633e+00,5.654951219410816327e-02,5.247877834039210043e+00,5.685789831988579540e-02,1.739254645500823426e-01
1.214755442351293624e+00,6.175937425765255784e-02,6.175146710173377851e-02,5.136699040568109886e+00,5.114923861967629826e+00
1.046084894154299283e+00,6.303801661693213265e-02,4.305807275225121522e+00,5.538071409851109961e-02,5.038330723383739773e+00
5.014145994396829870e-02,3.495311403994663113e+00,7.029419289994846831e-02,5.467516923102795634e-02,5.130379377331490964e+00
1.050877096790445275e+00,7.851710848192461345e-02,7.070014292036261305e-02,6.650553243517119684e-02,8.712792500457622324e+00
1.103306736947756939e+00,9.607201482022052763e-02,3.104196244296393736e+00,3.815707631266007205e+00,5.001902545169004455e+00
1.049077014554715470e+00,2.042616002068857295e+00,3.073845380786096815e+00,8.801129240788128916e-02,5.166872790639129853e+00
1.177586799787592842e+00,1.986273745558413628e+00,2.992119217548143251e+00,3.692407398411512442e+00,1.333998704699115301e-01
1.049046842283984482e+00,2.059795666626981880e+00,3.042523348663635829e+00,6.576775317563827994e-02,5.174007285736839989e+00
1.032201314543431003e+00,2.275368900228954328e+00,2.979496628457671825e+00,3.636941949510399397e+00,1.044098872509044318e+00
1.066625328400792494e+00,5.159432556413882237e-02,3.175064092215111877e+00,3.752022649881970651e+00,5.125441544297019369e+00
6.126898819142560793e-02,2.128126411632808024e-01,3.070988935795014196e+00,1.812674392551285596e+00,8.406735250319917085e+00
1.286933734116245676e-01,2.049788227898936999e+00,5.164696149854187263e-02,6.971269423106528862e+00,7.272706619482573187e-02
1.095068484553435306e+00,2.050390595348207778e+00,8.386517302157645015e-02,3.944193754464208723e+00,4.947747540963136181e+00
1.066168342371158761e+00,5.566754558218837273e-02,3.055636062767661976e+00,5.666493163885657935e+00,5.422989031929579401e-02
1.051092566943522488e+00,6.670376153406651354e-02,3.131264638293582259e+00,3.745279802756118492e+00,5.274531703895498858e+00
5.796644064386308193e-02,2.163948089347218051e+00,4.142025244974780307e+00,1.218218916800373197e-01,5.104456077398592306e+00
7.002683447847241061e-02,5.016521818394123478e-02,4.411235283191693668e+00,3.758839760078514391e+00,5.115831241566501042e+00
1.052192832587992122e+00,1.923368013396201448e+00,3.630535550608686268e+00,3.312626253198630355e+00,8.935999063033751577e-01
1.781929226904573671e+00,5.164032427082828475e-02,5.437025995277811052e-02,5.194179015411828221e-02,5.051045197101716511e+00
1.045479486703202232e+00,7.548511476984220980e-02,8.561419393911172404e-02,6.992816945231568937e+00,8.082909488390432884e-02
5.087974306528943169e-02,5.000869595369411558e-02,5.944353362810726737e-02,6.961242193647125376e+00,5.086516717695173995e+00
1.051033883380274592e+00,2.065479388599460897e+00,3.091226997755399442e+00,9.725151155819332371e-02,5.065872930205686409e+00
1.046639490095273128e+00,2.043792553576679882e+00,3.036284532768341204e+00,4.093794657446133023e+00,6.808410535930888019e-02
5.170945271880118821e-02,5.170826334020153792e-02,6.051287923867094243e+00,6.559874834386314468e-02,1.687942489107124300e-01
1.051645146749382143e+00,2.015974449581008354e+00,3.029086225945220701e+00,1.053249829868105475e-01,5.279275311435327467e+00
1.783304387163246352e+00,8.356351239797993324e-02,3.051101063345759368e+00,5.776364964496937676e-02,8.156328020488728958e-02
9.285328971303662415e-01,1.847573819615224711e+00,2.734928113615902046e+00,3.383002580806079074e+00,4.995084971702056897e+00
1.173075487122491545e+00,1.866299194915997051e+00,3.136431415564882919e+00,3.560842156700559702e+00,1.508929241634140883e+00
1.099741783439164955e+00,2.095997183298697220e+00,3.138788222454135912e+00,3.607988956685265425e+00,1.278869668148085170e-01
1.071391101562032766e+00,2.055721640230130820e+00,3.048105131988782635e+00,8.335449143317008591e-02,5.058962117491621946e+00
1.944556181894604163e-01,3.518022969274220646e+00,1.857637079419130477e-01,4.032755891258561931e+00,5.861224030399720536e-02
1.066405879627205788e-01,1.489373814065054313e+00,6.075933997755336713e-02,5.271232949203933593e+00,6.711456564963298455e+00
1.456707098786176768e+00,2.052548493334556579e+00,5.241969961008535739e-02,6.300415510207016401e-02,5.096319949682775352e+00
1.042827677622847338e+00,2.907621010122079408e+00,7.888490668588418742e-02,5.339328838568926233e-02,4.981278534312793660e+00
1.475806905957008641e-01,2.451914047397496077e+00,5.736119376403672060e-02,4.919506920219581581e+00,5.231392622686711569e+00
