-3.570717971222356457e+00,1.237157345884775328e+00,1.916025452196964629e+00,-4.621433392252462524e-01,1.005557592191806293e+01,6.352488085873577717e+00,7.238158311149463842e+00,1.430898245415329839e+01,4.942106593944306958e+00,1.778199000619474290e+01,1.755891351943098400e+01,5.856819241277315236e+00,7.023224234065700955e+00,7.663253028226515440e+00,8.751287378753739077e+00,1.000841455055140550e+01,9.801943277068543736e+00,9.401601371638262705e+00
-7.600151503419007026e-01,1.304122683543180727e+00,1.992096222964956587e+00,-1.053677933337472949e-01,1.163159740484085525e+01,7.714484297599788931e+00,9.367039969573095703e+00,1.707959076543784960e+01,-1.245904118813423223e+00,1.277808528499066831e+01,2.043091091803358594e+01,5.061320495511484552e+00,1.033261607793415315e+01,6.256830660541844225e+00,7.097442194119148340e+00,1.372374942400862885e+01,1.192213960362926350e+01,1.330639420023665487e+01
-3.270322640713063667e+00,1.243941411650993478e+00,1.908333360708992066e+00,-7.389623880391738009e-01,9.827497176196661854e+00,6.697281764852025532e+00,7.103809407979614576e+00,1.421738743062856258e+01,5.122690935120099098e+00,1.784624968808942569e+01,1.805139195394314910e+01,5.977050616037703712e+00,7.394529376982653446e+00,7.510380377884660064e+00,8.789346321495477454e+00,1.018883041946272350e+01,9.648309846922392907e+00,9.371064723128558427e+00
-2.672169217594261958e+00,1.280909534894813406e+00,1.940079299990496331e+00,-5.237211261576498744e-01,1.017755036560853910e+01,5.095422393561805485e+00,7.627928452402513493e+00,1.305225902582945885e+01,4.943659692674014394e+00,1.751224024848266581e+01,1.779259533978171604e+01,5.775094984906716356e+00,8.031148305039634394e+00,6.822256734688335378e+00,8.375661759409444684e+00,9.762848709206799924e+00,1.043846188827168220e+01,9.551530783329802432e+00
-2.673184967078418239e+00,1.228421455434612675e+00,1.889882746770273680e+00,-4.422751429487253860e-01,1.031476031621774858e+01,5.248716002304187001e+00,7.692654977459110199e+00,1.301727344155420596e+01,4.943513804185628580e+00,1.728881490069470672e+01,1.789567173251893095e+01,5.722143910619802654e+00,7.903903434771484271e+00,6.672739681718458549e+00,8.481707841802318626e+00,9.819468196858839093e+00,1.072790678983176171e+01,9.648933802041955943e+00
-3.302262599429220735e+00,1.154725402733263628e+00,1.879380139701154029e+00,-8.196080706951290873e-01,1.065511315592183372e+01,5.218174146714132711e+00,7.508231104156994462e+00,1.355895436672772014e+01,4.774231970275027770e+00,1.677685431370964153e+01,1.760367330095852978e+01,5.214732026111778218e+00,7.326473610511278878e+00,5.889462378194873615e+00,7.737540975137115140e+00,9.503419316874850864e+00,1.052023715595884923e+01,9.235893111787046195e+00
-3.432666756691818311e+00,1.223965267984240768e+00,1.999975521470771511e+00,-8.413844262325074208e-01,9.843988237978454237e+00,6.615099616736256571e+00,7.225267446457113607e+00,1.437994444012397643e+01,5.000817433327839900e+00,1.792478371439277751e+01,1.784895639340993512e+01,6.113057682159807271e+00,7.381590366948528548e+00,7.498879612998273991e+00,8.785920253532120583e+00,1.010045125787680220e+01,9.642049627559964975e+00,9.357853444197473891e+00
-3.373800161549667109e+00,1.217048056584188132e+00,1.917449344538507239e+00,-8.367306636789892949e-01,1.075336395836103875e+01,5.186615097399236873e+00,7.391542510066497762e+00,1.376641524951977047e+01,4.678889056999996576e+00,1.675787929214406091e+01,1.760387761116441752e+01,5.190108913704988503e+00,7.274674678002926775e+00,5.823631671959752509e+00,7.730508242836345190e+00,9.705960423223407574e+00,1.072020584561702883e+01,9.589529186052415000e+00
-2.931795266765238051e-01,1.300497798939693306e+00,2.003029005259076012e+00,-8.690928477433852717e-02,1.129314921862390442e+01,6.325984137470274327e+00,9.304730184209002886e+00,1.604158657883459327e+01,-5.940614251657388989e-01,1.246172920780636950e+01,2.126742744876735358e+01,5.010934584726366658e+00,1.107319640784811732e+01,7.115470214228855284e+00,6.512329240490127624e+00,1.340463891320904288e+01,1.217184722621278681e+01,1.261177280040745607e+01
-3.004917952480310461e+00,1.262484560397336475e+00,1.837627913884012143e+00,-5.210333478636823834e-01,9.925661125323374634e+00,6.200424017520293596e+00,7.738184745076838844e+00,1.338292920323276114e+01,5.019005693399397394e+00,1.728730773835760459e+01,1.814165573903302331e+01,5.377812447344855862e+00,7.814788254047336125e+00,6.588379689173821774e+00,8.482606330139883966e+00,9.866262153566772497e+00,1.052375935406459639e+01,9.687185200265295393e+00
-7.682932583397468207e-01,1.266522034191541302e+00,1.992214048202997301e+00,2.310016861515179487e-02,1.155292343835745861e+01,7.641795908999857723e+00,9.285253090362386885e+00,1.695735479209501051e+01,-1.402734760209852105e+00,1.268604293495011603e+01,2.048961319610289422e+01,5.083898083279810187e+00,1.031974461242061381e+01,6.440230602045152075e+00,7.004256603889703392e+00,1.381148918553279259e+01,1.191377396937233257e+01,1.341398913093299328e+01
