7.148990227455617186e-01,1.410606344353520836e+00,2.100000038924555668e+00,2.830311703281958469e+00,1.050585634201663332e+01,1.154174296927505239e+01,1.516918312880742192e+01,1.602065285687705654e+01,-2.600753433483170340e+00,2.174675621469970821e+01,-1.921538235078414036e+00,2.404624060508827554e+01
3.943386533069609956e-01,2.681496581654435829e+00,2.038280969561150791e+00,-5.930135065632827107e+00,1.013614602594521941e+01,1.921133018579476470e+01,1.508773949461129860e+01,1.607449898513536723e+01,-6.066808901474703752e+00,2.549221283641465163e+01,-2.640600903893554730e+00,2.888935083550781968e+01
1.157172455738576300e+00,8.219318127338273161e-01,2.102920015622709027e+00,2.904990953792021990e+00,9.428934694881414558e+00,1.125419592180159789e+01,1.548289959002319272e+01,1.641233479118478300e+01,-2.376531347612085732e+00,2.217953957990645364e+01,-1.943062539141083178e+00,2.368264011456675178e+01
1.154310588095031731e+00,1.395915671641213329e+00,3.739640279603548390e+00,5.602674302304975207e+00,1.615207451094448743e+01,-1.305901347873637874e+00,1.371407739163358341e+00,-6.036548775216512119e+00,1.849594533291554654e+01,-7.937326472634566032e-01,2.255222599980080744e+01,2.615949604874516154e+01
1.154279446662074937e+00,1.419679407178673358e+00,3.694969646166361699e+00,5.439953672445949628e+00,1.629465357379939050e+01,-1.374449618885222213e+00,1.310178906957861322e+00,-5.985218498085458805e+00,1.848821635519054851e+01,-8.107701916372194173e-01,2.242741645731857147e+01,2.619077978128969875e+01
7.093036614592690414e-01,2.318530567753659621e+00,2.097637722993796583e+00,-2.759270610798802537e+00,1.188463137803685576e+01,2.181207983376946657e+01,1.643110322609026852e+01,1.774092993723884959e+01,-8.511588693276490147e+00,2.490002192752770682e+01,-2.577412321302720244e+00,3.297115818642768659e+01
3.343157426557888390e-01,2.777450599955277433e+00,2.092992965030019192e+00,-5.837401915873567937e+00,1.012177699418334953e+01,1.907887576493942206e+01,1.508170172570872580e+01,1.596460029437962547e+01,-6.056745534949264709e+00,2.540659563453618119e+01,-2.575107751547424328e+00,2.891284764019601283e+01
1.155540121696767786e+00,8.183851529483048282e-01,2.102541194858879248e+00,2.901159836719006790e+00,9.436591573276292166e+00,1.125171956207938528e+01,1.547370195517993352e+01,1.641897176133065273e+01,-2.381364681738310285e+00,2.217658342511331782e+01,-1.946492721495064693e+00,2.367932180997224378e+01
1.155207380213251867e+00,8.225832551525341652e-01,2.096979014037975375e+00,2.907528761992150823e+00,9.431235022955338110e+00,1.125424299042072995e+01,1.547515276755359181e+01,1.640592130508223789e+01,-2.375340966590598679e+00,2.217714027790137266e+01,-1.943218329647801390e+00,2.367746753604005860e+01
7.149117783213241317e-01,2.321800485931704294e+00,2.099999964900102878e+00,-2.762169643496483751e+00,1.187956118778038750e+01,2.181521741340757359e+01,1.642498120543553242e+01,1.773241954540587884e+01,-8.505878690543143605e+00,2.490157876117305946e+01,-2.574954547921738168e+00,3.297308389680438268e+01
6.679072705928141840e-01,1.423888518825928706e+00,2.144546409218952565e+00,2.805338162461205709e+00,1.038952834988475971e+01,1.158512726593405517e+01,1.508098868102741896e+01,1.595854462520542505e+01,-2.461618249659139668e+00,2.168424379327844065e+01,-1.838814185664612078e+00,2.391847084927784195e+01
1.159545384172451676e+00,8.249029069800669633e-01,1.004392270344352633e+00,-1.217858325422203958e+00,1.139923498122942291e+01,2.249333721374224737e+01,1.608312131283656754e+01,1.607782929245668768e+01,-1.096257824303635964e+01,2.498698100651797205e+01,-3.174197843587873713e+00,3.148976790398965520e+01
1.409296064566101014e+00,1.404041738966468778e+00,2.088050677242397679e+00,5.587358094921407670e+00,1.529105553149291019e+01,-3.384986149482458462e+00,7.075538439019910530e-01,-3.511007392844302188e+00,1.978597081901230936e+01,6.337621099773418365e-01,2.088581410171865116e+01,2.301152144725212878e+01
1.161067827174860012e+00,8.183287185329848334e-01,9.915181716669956291e-01,-1.140453339923785503e+00,1.147811475528661695e+01,2.241912695255985710e+01,1.610750323430054110e+01,1.612997614912154631e+01,-1.097601633097668028e+01,2.499757031259671436e+01,-3.327647237455448437e+00,3.145442048618455644e+01
7.024791528222912307e-01,3.224327683708709813e+00,2.121735338153217576e+00,-6.299972386576547123e+00,9.874976985391176854e+00,1.944765230353995733e+01,1.441738403584775163e+01,1.588696140892069231e+01,-6.252463772689313970e+00,2.600992542357152360e+01,-2.625345820082760184e+00,2.878826727614652370e+01
7.020429516874652220e-01,2.315873207683680768e+00,3.711193956958896756e+00,5.528209822282058816e+00,1.645519204288152437e+01,-1.760933914264366296e+00,-1.330531128877452396e-01,-6.347372182801864327e+00,2.052732114402513020e+01,-1.247991421415149293e+00,2.350263527630548666e+01,2.472394765053184784e+01
1.398100325211781403e+00,6.593421437465868395e-01,2.105989402219845985e+00,2.816773087577857826e+00,9.663152428654042225e+00,1.257646232803038622e+01,1.573509138683062503e+01,1.519625452126784637e+01,-2.771756421973247342e+00,2.302597513981717725e+01,-2.736263427819778382e+00,2.332605605814696759e+01
7.021843717918521133e-01,2.308371027832838873e+00,3.708986625140813675e+00,5.535357325165910503e+00,1.646041060283596025e+01,-1.765200238673890976e+00,-1.348494499207972264e-01,-6.346613982738322335e+00,2.053153633343197271e+01,-1.250128662034721394e+00,2.350402418966558926e+01,2.471271422048777922e+01
1.392131651418467841e+00,6.547565086196465156e-01,2.107716543078209881e+00,2.809238412025981901e+00,9.660901846878514831e+00,1.258519630319903193e+01,1.574628249865609675e+01,1.519679303695289185e+01,-2.773013639008302444e+00,2.302122400712181971e+01,-2.755626012230575572e+00,2.331901051686488557e+01
1.191645028470436296e+00,1.391017300103286169e+00,3.726470932320847140e+00,5.564108593161193106e+00,1.620014011080484195e+01,-1.306394267878973947e+00,1.384312823499102230e+00,-6.022479423959254952e+00,1.849296379366386844e+01,-8.048421517198357522e-01,2.252857097510110762e+01,2.615409019465834817e+01
1.157090678185590527e+00,8.243776054739305748e-01,2.107113856971305044e+00,2.911136676809960022e+00,9.432140094969510002e+00,1.124754078313489636e+01,1.546626903836409639e+01,1.641074922440282791e+01,-2.363976377243142135e+00,2.217402935813259290e+01,-1.942136765781099061e+00,2.367578883107152876e+01
7.013347818103075060e-01,1.409381638471449705e+00,2.102386529422113348e+00,2.826393955477509490e+00,1.050159601194640935e+01,1.154458222009662549e+01,1.517378394225221072e+01,1.601247373834955567e+01,-2.598229365030152227e+00,2.174225562793976962e+01,-1.914788826449315806e+00,2.403621418280667399e+01
