7.099642384722576471e-01,9.071292760454924275e-01,2.099998536974548635e+00,2.819409216552712483e+00,-9.525945776457632463e-02,1.257150086982650805e+01,1.792464447866375465e+01,1.553317818496377889e+01,1.681939313490154220e+01,2.327463676792523861e-01,2.438167318933182415e+01,2.369612463642525668e+01
1.089886905932809347e+00,5.738458546169664665e-01,1.985008489887232885e+00,5.256651503589917063e+00,-8.293002883964117444e+00,1.217355943648260386e+01,1.479238362056093692e+01,1.955361815879136245e+01,1.166651890191147262e-01,2.126031057318765960e+01,2.618238733853176470e+01,2.612120079753521651e+01
4.368741317707645067e-01,1.455663732504015595e+00,8.006490679118953846e-01,8.876142487718198026e+00,-8.340374577222801733e+00,1.652339286961107589e+01,1.806587885926607129e+01,1.835490987834036147e+01,-2.689711045784535237e+00,2.115552232298877300e+01,2.409357090398755474e+01,2.834219183564614042e+01
1.495689991874329827e+00,1.032057277615639146e+00,5.645662978807138854e-01,8.813041642415420540e+00,-8.026415172274532495e+00,1.549093240002842364e+01,1.863938695082607211e+01,1.833208451379230297e+01,-1.390114398055673828e+00,1.995514414411861637e+01,2.513466332526180125e+01,2.851843579558411790e+01
4.386045402343148325e-01,7.680791852163388889e-01,2.449879096218329444e+00,5.504309799833682071e+00,-8.646620273015720670e+00,1.232658875673828902e+01,1.464651854769202188e+01,2.051971159739263229e+01,-7.543346358909650551e-01,2.181419832128779746e+01,2.654959930412501734e+01,2.652938946194455028e+01
3.123962378790002825e-01,7.156929278692066854e-01,-1.873936446796791611e+00,9.317986174410437528e+00,-8.341520110377281583e+00,1.723440045624978367e+01,1.868017523164250804e+01,2.022982637189724286e+01,-5.046948138151887697e-01,2.078863539209688938e+01,2.328409486160532893e+01,2.936729884294279458e+01
7.804314755227454992e-01,2.320940340107391808e+00,3.725988370451370990e+00,5.639478028232127294e+00,-1.609297370243580882e+00,8.557444449075985560e+00,1.250402948864303454e+01,1.768478981184995291e+01,-2.397104654186654749e+00,2.121515246823462064e+01,2.384828011140655946e+01,2.402499421766191290e+01
7.032364638081133323e-01,1.449228424013710992e+00,1.435650103710573999e+00,9.381928667006942391e+00,-8.109017005382035848e+00,1.751227714394389068e+01,1.808065279577177975e+01,1.866881194795145049e+01,-2.808194667181577397e+00,2.093954798978158038e+01,2.473668886920931698e+01,2.828071997824678618e+01
7.039810499744709738e-01,1.285128387490465096e+00,4.052363092769171615e+00,1.328778683723879528e+00,7.081786204241069527e-02,1.230091295042055677e+01,2.107436361998664864e+01,1.641225620006403574e+01,1.772676168728452950e+01,-3.958458073673913891e-01,2.389918535506981101e+01,2.457137213178323876e+01
1.382472686663911876e+00,2.737492469294520170e+00,2.054852544654758084e+00,2.622433592290047244e+00,-1.146410334457737656e+00,1.189795620086125361e+01,1.535493472297879158e+01,1.555852111722396636e+01,1.754857925821097453e+01,-9.626283017077433835e-01,2.396882784480451178e+01,2.377145782732931778e+01
