6.859998279278444189e-01,5.652795350874906255e-01,5.270932468929018233e-01
3.437363142424915141e-01,8.077583928023662763e-01,5.153768584411906328e-01
8.455956783473087546e-01,5.958562796530463479e-04,5.512010569983459840e-01
9.220100401894346653e-01,5.916895558255382166e-04,4.372971052618230270e-01
4.311031180031223986e-01,8.789618689403647656e-01,2.925711253224429487e-01
3.167912758285215680e-01,9.600713379508364342e-01,2.149415142546699277e-03
6.438034386054605207e-01,3.961198776395836270e-04,8.006032008197609962e-01
2.367201663751077600e-01,9.945608210537905114e-01,2.846377251905525714e-03
1.822901700922477429e-03,1.012103010480399634e+00,1.822901700922415630e-03
3.049841899399593492e-01,5.347410683707199963e-01,8.043852222707201793e-01
3.390512218109066889e-01,8.793926203946518250e-01,4.364099341415472733e-01
2.512840483331236271e-03,7.926378714462892772e-01,6.443786603488889098e-01
1.803690059863364836e-01,9.584794337666474595e-01,3.657293226327421043e-01
9.120931109935701553e-01,4.601065029831005182e-01,1.012263538816719332e-03
5.215629590227912615e-01,5.699959265910992112e-01,6.629000865552487909e-01
4.873974679681527533e-01,7.389907008492416773e-01,5.154352284323786559e-01
4.353220956264038100e-03,7.010001748755058104e-01,7.362630966926300147e-01
4.674982184779737787e-02,2.730537201814150494e-01,9.702491555006046431e-01
3.408659682030500959e-01,3.306952112742070349e-01,9.027930038638019017e-01
4.748217038368267029e-01,2.703044134339497861e-01,8.606588296000827754e-01
4.685438755875737105e-01,9.114981942243556290e-01,2.816058103889469699e-03
9.525150445872036797e-02,3.662641955607092714e-01,9.397116889551789809e-01
7.432446546219547701e-01,2.624987594811105662e-01,6.533262762156132331e-01
6.560847456536093025e-01,6.558623201377600243e-01,4.070783940662294764e-01
7.060492008869602154e-01,3.117483395493468752e-05,7.472154119330968181e-01
4.952938208631864625e-01,7.844053488206775837e-01,4.442672175131631152e-01
1.002273440469100052e+00,1.934654474456934956e-03,2.212495686050499066e-01
8.256629835145564700e-01,5.459326435011387924e-01,1.938957919664034690e-01
9.561054355167847296e-01,3.602922047129372141e-01,5.031398792531880521e-02
5.156844160377526132e-01,8.883680438256598144e-01,9.526045129068938392e-04
6.119486232039245133e-01,3.364993746182321499e-01,7.476293112650922446e-01
8.339087358011835205e-01,5.015960570721087475e-01,2.991668710824345601e-01
4.212602966389388803e-01,9.281220685774392853e-01,2.222166342800647055e-03
6.084762464776743984e-01,8.066635800009482882e-01,7.550455568097408365e-02
