6.545021114244866656e-01,8.361065880395987193e+00,1.047863857829076473e+01,2.158240944890791990e+00,3.572113331228457866e+00,5.052904809250005513e+00,1.167917628559812959e+00,7.141003162145286076e+00,1.095825432180735248e+01,8.207589567877473513e+00,6.521518893744183032e+00,1.803346923944211255e+01,1.016596572782524532e+01,8.700817903320311686e+00,9.830028950186195047e+00,1.287191522233167973e+01,1.377161726562614064e+01,1.607194700081800320e+01
6.720850800923768853e-01,8.408959996941904436e+00,1.051407692079087752e+01,2.141925324760189486e+00,3.669905292972148736e+00,5.040642861827176802e+00,1.128455523062492416e+00,7.188539362165953683e+00,1.099788706816810802e+01,8.151595390655048234e+00,6.565771043882275393e+00,1.813003127923737878e+01,1.009203668982889290e+01,8.754659980759660343e+00,9.790480969360451979e+00,1.289096507503192335e+01,1.370413756823283613e+01,1.609490990770631313e+01
6.730542866385341716e-01,8.382125927309362012e+00,1.052001528223103577e+01,2.194298934182895344e+00,3.631456683115355411e+00,5.013879376690348444e+00,1.116763012938296384e+00,7.261368776234729872e+00,1.097123305104481794e+01,8.193214646954997349e+00,6.613591556294167617e+00,1.809012589926488346e+01,1.014554599295223625e+01,8.749327934861613087e+00,9.763128062690732634e+00,1.288420992991500214e+01,1.374720411984665347e+01,1.610500371488479487e+01
6.878989829674869716e-01,6.854778113274539564e+00,6.066495952489638910e+00,2.325658111892340507e+00,3.081032155238165426e+00,8.509924067929190983e+00,1.240142008983394106e+00,8.217195138536908416e+00,6.824596902317438207e+00,1.182252223640230859e+01,8.069037428330668504e+00,1.361878805699346806e+01,1.426483270318449925e+01,9.139799129992978166e+00,1.125571816712214535e+01,1.215235804876143888e+01,1.524076428819592621e+01,1.546324362517949780e+01
6.405194529135810333e-01,8.510557233009448552e+00,1.045075499729588664e+01,2.163862998160078988e+00,2.851030116026072925e+00,4.607806086308404936e+00,1.014594882452582114e+00,7.082618424104936139e+00,1.161515890736531631e+01,7.302682508791790816e+00,6.873553097005555834e+00,1.880106556189837974e+01,9.956684568342444308e+00,8.421231190697499258e+00,1.040523306470307752e+01,1.226326657340001169e+01,1.429966433462670139e+01,1.624464250619570294e+01
6.890136075656401182e-01,6.825147514669598792e+00,6.011224084719776428e+00,2.395081321528623519e+00,3.039240472053520215e+00,8.440800993196793556e+00,1.252022742383912979e+00,8.217624045385386822e+00,6.887780641308167695e+00,1.171156172902076520e+01,8.072587583762697250e+00,1.366538451123948228e+01,1.425746319159769371e+01,9.148120458169692881e+00,1.125843740022448003e+01,1.210356266104116862e+01,1.522894067117555217e+01,1.544791123620692552e+01
6.557794818230738843e-01,9.590627413772791598e+00,1.105808163174192771e+01,2.184017150765396487e+00,3.952115260984776945e+00,5.136007849575277007e+00,1.258532949574479476e+00,8.732608381557032118e+00,1.055454173076799052e+01,8.597112979006038103e+00,6.443718780718507233e+00,1.852691226087246079e+01,9.217674588635901500e+00,8.397704804125901035e+00,1.030340563501811424e+01,1.239688874930122431e+01,1.274605697803021620e+01,1.630933712233525767e+01
6.846984444450899820e-01,8.440787283505965632e+00,1.046707434762874911e+01,2.196052305536276172e+00,3.688971890770202489e+00,5.035053570088924957e+00,1.049488806454082823e+00,7.281781813670898273e+00,1.105864926807010917e+01,8.222531492376148776e+00,6.470727174224271572e+00,1.819278633689362579e+01,1.008694101747888361e+01,8.778743228248234942e+00,9.743630770786339212e+00,1.283713420322488474e+01,1.366551677935899711e+01,1.611276695358888489e+01
7.069926092722786937e-01,6.773798672994138848e+00,5.927691589803626648e+00,2.444125029059368348e+00,3.048135574423382899e+00,8.193276056599366086e+00,1.564444052198326940e+00,8.350776613485715316e+00,7.011867226907690487e+00,1.159286414817608879e+01,7.974346521865049553e+00,1.400417380223264452e+01,1.433772271103620177e+01,9.194365494112714643e+00,1.126873095966180749e+01,1.196091693556210700e+01,1.527228666723330441e+01,1.541958258776570645e+01
6.531587291722018573e-01,8.402721701454643366e+00,1.051872283685017706e+01,2.145078338013810981e+00,3.661246497459417881e+00,5.044593838400672325e+00,1.178619818141275255e+00,7.189306661197336190e+00,1.101760602383305354e+01,8.143562621372241850e+00,6.544146880976168035e+00,1.808749443289161718e+01,1.006045772413255968e+01,8.766442842033594474e+00,9.782478333819224048e+00,1.286387266139249164e+01,1.371411182016714925e+01,1.610356708556129846e+01
